web-scraper-order,web-scraper-start-url,title,title-href,link,link-href
"1590554296-11875","https://www.allsides.com/topics/china?search=china&page=47","U.S. Tariff Threat Could Scuttle Planned Trade Talks With China","https://www.allsides.com/news/2018-05-30-0829/us-tariff-threat-could-scuttle-planned-trade-talks-china","Read full story","https://www.wsj.com/articles/u-s-tariff-threat-could-scuttle-planned-trade-talks-with-china-1527656960"
"1590554651-11921","https://www.allsides.com/topics/china?search=china&page=37","Trade truce with China means big changes in Beijing policy: Trump","https://www.allsides.com/news/2018-12-03-0847/trade-truce-china-means-big-changes-beijing-policy-trump","Read full story","https://www.reuters.com/article/us-g20-argentina-china-usa/trade-truce-with-china-means-big-changes-in-beijing-policy-trump-idUSKBN1O201A"
"1590554576-11911","https://www.allsides.com/topics/china?search=china&page=39","Trump accuses China of using trade to target election, threatens retaliation","https://www.allsides.com/news/2018-09-18-0816/trump-accuses-china-using-trade-target-election-threatens-retaliation","Read full story","https://www.reuters.com/article/us-usa-trade-china-trump/trump-accuses-china-of-using-trade-to-target-election-threatens-retaliation-idUSKCN1LY1ZH"
"1590553818-11807","https://www.allsides.com/topics/china?search=china&page=60","U.S. Approaches China in Effort to Respond to North Korean Hacking","https://www.allsides.com/news/2014-12-21-0921/us-approaches-china-effort-respond-north-korean-hacking","Read full story","http://www.wsj.com/articles/u-s-approaches-china-in-effort-to-respond-to-north-korean-hacking-1419122637"
"1590554110-11849","https://www.allsides.com/topics/china?search=china&page=52","Chinese President Urges Restraint on North Korea in Call With Trump","https://www.allsides.com/news/2017-08-12-0859/chinese-president-urges-restraint-north-korea-call-trump","Read full story","https://www.wsj.com/articles/chinese-president-urges-restraint-on-north-korea-in-call-with-trump-1502523020?tesla=y"
"1590554906-11956","https://www.allsides.com/topics/china?search=china&page=30","China hits back in trade war with US","https://www.allsides.com/news/2019-05-13-0835/china-hits-back-trade-war-us","Read full story","https://www.bbc.com/news/business-48253002"
"1590554387-11887","https://www.allsides.com/topics/china?search=china&page=44","China hits back after US imposes tariffs worth $34bn","https://www.allsides.com/news/2018-07-06-0701/china-hits-back-after-us-imposes-tariffs-worth-34bn","Read full story","https://www.bbc.com/news/business-44707253"
"1590554079-11845","https://www.allsides.com/topics/china?search=china&page=53","Trump 'disappointed' with China after North Korea missile test","https://www.allsides.com/news/2017-07-30-0651/trump-disappointed-china-after-north-korea-missile-test","Read full story","http://www.bbc.com/news/world-asia-40767033"
"1590555373-12018","https://www.allsides.com/topics/china?search=china&page=18","Fox News legal analyst: Hunter Biden's work overseas 'looks bad, but none of it is criminal'","https://www.allsides.com/news/2019-10-17-0617/fox-news-legal-analyst-hunter-bidens-work-overseas-looks-bad-none-it-criminal","Read full story","https://thehill.com/homenews/media/465836-fox-news-legal-analyst-hunter-bidens-work-overseas-looks-bad-but-none-of-it-is"
"1590553781-11801","https://www.allsides.com/topics/china?search=china&page=61","Hong Kong Protests Swell as Riot Police Withdraw","https://www.allsides.com/news/2014-09-29-0736/hong-kong-protests-swell-riot-police-withdraw","Read full story","http://online.wsj.com/articles/hong-kong-protests-swell-as-riot-police-withdraw-1411979074?mod=WSJ_hp_RightTopStories"
"1590555877-12085","https://www.allsides.com/topics/china?search=china&page=5","China","https://www.allsides.com/news/2020-03-22-1826/china","null",""
"1590555606-12049","https://www.allsides.com/topics/china?search=china&page=12","US-China trade deal: Five things that aren't in it","https://www.allsides.com/news/2020-01-16-0825/us-china-trade-deal-five-things-arent-it","Read full story","https://www.bbc.com/news/business-51130434"
"1590553921-11825","https://www.allsides.com/topics/china?search=china&page=57","Despite Climate Progress, U.S., China Face a World of Differences","https://www.allsides.com/news/2015-09-26-1022/despite-climate-progress-us-china-face-world-differences","Read full story","http://www.wsj.com/articles/despite-climate-progress-u-s-china-face-a-world-of-differences-1443179937"
"1590555014-11971","https://www.allsides.com/topics/china?search=china&page=27","Trump Lashes Out at China as Trade Talks Resume; Stocks Fall","https://www.allsides.com/news/2019-07-30-1120/trump-lashes-out-china-trade-talks-resume-stocks-fall","Read full story","https://www.bloomberg.com/news/articles/2019-07-30/trump-cites-problem-with-china-on-trade-sending-futures-lower?srnd=premium"
"1590553670-11786","https://www.allsides.com/topics/china?search=china&page=64","U.S. Eyes Pushback On China Hacking","https://www.allsides.com/news/2013-04-22-1226/us-eyes-pushback-china-hacking","Read full story","http://online.wsj.com/article/SB10001424127887324345804578424741315433114.html?mod=WSJ_Election_LEFTTopStories"
"1590555266-12005","https://www.allsides.com/topics/china?search=china&page=21","Hong Kong police fire tear gas on protesters ahead of China anniversary","https://www.allsides.com/news/2019-09-29-0754/hong-kong-police-fire-tear-gas-protesters-ahead-china-anniversary","Read full story","https://www.axios.com/hong-kong-protests-umbrella-movement-36d05534-bc1e-44de-a6b7-2d3b93ea4700.html"
"1590555729-12065","https://www.allsides.com/topics/china?search=china&page=9","Trump blasts proposed restrictions on selling U.S. jet parts to China","https://www.allsides.com/news/2020-02-18-0937/trump-blasts-proposed-restrictions-selling-us-jet-parts-china","Read full story","https://www.reuters.com/article/us-usa-trade-china/trump-blasts-proposed-restrictions-on-selling-u-s-jet-parts-to-china-idUSKBN20C1ZV"
"1590555770-12070","https://www.allsides.com/topics/china?search=china&page=8","Drop in New Coronavirus Cases in China Offers Hope That Its Outbreak Is Ebbing","https://www.allsides.com/news/2020-02-25-0759/drop-new-coronavirus-cases-china-offers-hope-its-outbreak-ebbing","Read full story","https://www.wsj.com/articles/drop-in-new-coronavirus-cases-in-china-offers-hope-that-its-outbreak-is-ebbing-11582636045?mod=hp_lead_pos1"
"1590554657-11922","https://www.allsides.com/topics/china?search=china&page=37","China Breaks Its Silence on 90-Day U.S. Tariff Truce","https://www.allsides.com/news/2018-12-05-1034/china-breaks-its-silence-90-day-us-tariff-truce","Read full story","https://www.wsj.com/articles/china-breaks-its-silence-on-90-day-u-s-tariff-truce-1543996318?mod=hp_lead_pos2"
"1590554432-11893","https://www.allsides.com/topics/china?search=china&page=43","Trump’s Trade War May Spark a Chinese Debt Crisis","https://www.allsides.com/news/2018-07-18-0725/trump%E2%80%99s-trade-war-may-spark-chinese-debt-crisis","Read full story","https://www.bloomberg.com/view/articles/2018-07-17/trump-s-trade-war-may-spark-a-chinese-debt-crisis"
"1590553717-11794","https://www.allsides.com/topics/china?search=china&page=63","U.S. Charges Against Chinese Hackers Cap Anti-Spying Push","https://www.allsides.com/news/2014-05-20-1209/us-charges-against-chinese-hackers-cap-anti-spying-push","Read full story","http://www.bloomberg.com/news/2014-05-20/u-s-charges-on-china-hackers-cap-3-year-pressure-drive.html"
"1590554589-11914","https://www.allsides.com/topics/china?search=china&page=39","Trump Clears Deck for China Trade War With New Nafta Deal","https://www.allsides.com/news/2018-10-02-0820/trump-clears-deck-china-trade-war-new-nafta-deal","Read full story","https://www.bloomberg.com/news/articles/2018-10-02/trump-clears-deck-for-china-trade-war-by-striking-new-nafta-deal?srnd=premium"
"1590554391-11888","https://www.allsides.com/topics/china?search=china&page=44","Trump Eyes Even Higher Tariffs as Trade War With China Escalates","https://www.allsides.com/news/2018-07-06-0704/trump-eyes-even-higher-tariffs-trade-war-china-escalates","Read full story","https://www.bloomberg.com/news/articles/2018-07-05/trump-s-trade-war-threat-to-turn-reality-as-china-tariffs-begin"
"1590555601-12048","https://www.allsides.com/topics/china?search=china&page=12","Phase One Trade Deal: China Pledges To Buy Ambitious $50 Billion In US Energy Exports","https://www.allsides.com/news/2020-01-15-1040/phase-one-trade-deal-china-pledges-buy-ambitious-50-billion-us-energy-exports","Read full story","https://www.forbes.com/sites/arielcohen/2020/01/15/phase-one-trade-deal-china-pledges-to-buy-ambitious-50-billion-in-us-energy-exports/#7bfc8c4015ba"
"1590555405-12021","https://www.allsides.com/topics/china?search=china&page=17","China’s pork shortage could give US farmers a chance to cash in","https://www.allsides.com/news/2019-11-10-0937/china-s-pork-shortage-could-give-us-farmers-chance-cash","Read full story","https://www.cnbc.com/2019/10/18/chinas-pork-shortage-could-give-us-farmers-a-chance-to-cash-in.html"
"1590555996-12102","https://www.allsides.com/topics/china?search=china&page=1","China Spends $600 Billion To Trump America’s Economy","https://www.allsides.com/news/2020-05-02-0338/china-spends-600-billion-trump-america-s-economy","Read full story","https://www.forbes.com/sites/williampesek/2020/05/01/china-spends-600-billion-to-trump-americas-economy/#1c63d8205872"
"1590555905-12090","https://www.allsides.com/topics/china?search=china&page=4","China Drops To Lowest Rank As U.S. Importer Since 2004, 180 Months Ago","https://www.allsides.com/news/2020-04-02-1009/china-drops-lowest-rank-us-importer-2004-180-months-ago","Read full story","https://www.forbes.com/sites/kenroberts/2020/04/02/china-drops-to-lowest-rank-as-us-importer-since-2004-180-months/#578d9e064ea2"
"1590554523-11905","https://www.allsides.com/topics/china?search=china&page=41","China, Unsure of How to Handle Trump, Braces for ‘New Cold War’","https://www.allsides.com/news/2018-08-17-0735/china-unsure-how-handle-trump-braces-%E2%80%98new-cold-war%E2%80%99","Read full story","https://www.bloomberg.com/news/articles/2018-08-17/china-unsure-of-how-to-handle-trump-braces-for-new-cold-war"
"1590556008-12104","https://www.allsides.com/topics/china?search=china&page=1","DHS report: China hid virus’ severity to hoard supplies","https://www.allsides.com/news/2020-05-04-0929/dhs-report-china-hid-virus-severity-hoard-supplies","Read full story","https://apnews.com/bf685dcf52125be54e030834ab7062a8"
"1590555141-11989","https://www.allsides.com/topics/china?search=china&page=24","Trump Seeks to Ease Tensions With China, G-7","https://www.allsides.com/news/2019-08-26-0723/trump-seeks-ease-tensions-china-g-7","Read full story","https://www.wsj.com/articles/trump-says-china-called-u-s-to-get-back-to-the-table-after-latest-tariff-spat-11566807487"
"1590553848-11812","https://www.allsides.com/topics/china?search=china&page=59","More Than 400 Missing In Chinese Boat Disaster; Government Orders Censorship","https://www.allsides.com/news/2015-11-20-0544/more-400-missing-chinese-boat-disaster-government-orders-censorship","Read full story","http://www.npr.org/sections/thetwo-way/2015/06/03/411677283/more-than-400-missing-in-chinese-boat-disaster-government-orders-censorship"
"1590553887-11819","https://www.allsides.com/topics/china?search=china&page=58","Global Stocks Fall Sharply Amid Concerns About the Chinese Economy","https://www.allsides.com/news/2015-08-24-0656/global-stocks-fall-sharply-amid-concerns-about-chinese-economy","Read full story","http://www.wsj.com/articles/global-stocks-set-for-heavy-losses-1440399044"
"1590555064-11979","https://www.allsides.com/topics/china?search=china&page=26","U.S. Will Delay Some Tariffs Against China","https://www.allsides.com/news/2019-08-13-0729/us-will-delay-some-tariffs-against-china","Read full story","https://www.wsj.com/articles/u-s-will-delay-some-tariffs-against-china-11565704420"
"1590555830-12078","https://www.allsides.com/topics/china?search=china&page=6","Apple to close retail stores worldwide, except Greater China, until March 27","https://www.allsides.com/news/2020-03-14-0658/apple-close-retail-stores-worldwide-except-greater-china-until-march-27","Read full story","https://in.reuters.com/article/us-health-coronavirus-apple/apple-to-close-retail-stores-worldwide-except-greater-china-until-march-27-idINKBN2110A3"
"1590553828-11809","https://www.allsides.com/topics/china?search=china&page=60","China Warns North Korean Nuclear Threat Is Rising","https://www.allsides.com/news/2015-04-23-0607/china-warns-north-korean-nuclear-threat-rising","Read full story","http://www.wsj.com/articles/china-warns-north-korean-nuclear-threat-is-rising-1429745706"
"1590554134-11852","https://www.allsides.com/topics/china?search=china&page=51","In China, Trump Employs Tough Talk, Flattery With Xi","https://www.allsides.com/news/2017-11-09-0827/china-trump-employs-tough-talk-flattery-xi","Read full story","https://www.wsj.com/articles/in-china-trump-walks-fine-line-on-trade-north-korea-1510218443"
"1590554026-11838","https://www.allsides.com/topics/china?search=china&page=54","Attkisson: ""Narrative And Propaganda Campaign"" In News Coverage; ""We're Living In An Artificial Reality""","https://www.allsides.com/news/2017-03-31-1321/attkisson-narrative-and-propaganda-campaign-news-coverage-were-living","Read full story","http://www.realclearpolitics.com/video/2017/03/30/attkisson_narrative_and_propaganda_campaign_in_news_coverage_were_living_in_an_artificial_reality.html"
"1590554741-11934","https://www.allsides.com/topics/china?search=china&page=35","U.S. Bets on China’s Special Envoy in Trade Talks","https://www.allsides.com/news/2019-02-22-0756/us-bets-china%E2%80%99s-special-envoy-trade-talks","Read full story","https://www.wsj.com/articles/u-s-bets-on-chinas-special-envoy-in-trade-talks-11550795104?mod=hp_lead_pos1"
"1590554614-11917","https://www.allsides.com/topics/china?search=china&page=38","Trump Signals U.S. Likely to Go Ahead With China Tariff Increase","https://www.allsides.com/news/2018-11-27-0740/trump-signals-us-likely-go-ahead-china-tariff-increase","Read full story","https://www.bloomberg.com/news/articles/2018-11-26/trump-signals-u-s-likely-to-go-ahead-with-china-tariff-increase?srnd=premium"
"1590554627-11920","https://www.allsides.com/topics/china?search=china&page=38","Trump touts ‘big leap forward’ with China after G-20 meeting","https://www.allsides.com/news/2018-12-03-0811/trump-touts-%E2%80%98big-leap-forward%E2%80%99-china-after-g-20-meeting","Read full story","https://thehill.com/homenews/administration/419401-trump-touts-big-leap-forward-in-relations-with-china-after-g-20"
"1590554473-11898","https://www.allsides.com/topics/china?search=china&page=42","Trump says China is targeting U.S. farmers, being 'vicious'","https://www.allsides.com/news/2018-07-25-0751/trump-says-china-targeting-us-farmers-being-vicious","Read full story","https://www.reuters.com/article/us-usa-trade-farmers/trump-says-china-is-targeting-u-s-farmers-being-vicious-idUSKBN1KF1J4"
"1590555565-12044","https://www.allsides.com/topics/china?search=china&page=13","Trump to sign phase one trade deal with China, announces planned trip to Beijing","https://www.allsides.com/news/2019-12-31-0656/trump-sign-phase-one-trade-deal-china-announces-planned-trip-beijing","Read full story","https://thehill.com/homenews/administration/476332-trump-says-he-will-sign-phase-one-china-deal-at-white-house-event-in"
"1590555723-12064","https://www.allsides.com/topics/china?search=china&page=9","China Tracks Cases Through Purchases; Trade Effort: Virus Update","https://www.allsides.com/news/2020-02-18-0834/china-tracks-cases-through-purchases-trade-effort-virus-update","Read full story","https://www.bloomberg.com/news/articles/2020-02-17/hubei-cases-nearing-60-000-apple-to-miss-target-virus-update?srnd=premium"
"1590555439-12026","https://www.allsides.com/topics/china?search=china&page=16","How Trump’s Trade War Went From Method to Madness","https://www.allsides.com/news/2019-11-16-0923/how-trump-s-trade-war-went-method-madness","Read full story","https://www.bloomberg.com/news/features/2019-11-14/how-trump-s-trade-war-went-from-method-to-madness?utm_medium=social&utm_source=twitter&utm_content=businessweek&cmpid=socialflow-twitter-businessweek&utm_campaign=socialflow-organic"
"1590554281-11872","https://www.allsides.com/topics/china?search=china&page=47","U.S., China Edge Toward Trade Resolution","https://www.allsides.com/news/2018-05-22-0847/immigration-most-heated-domestic-policy-topic-today-leave-aside-questions-about","Read full story","https://www.wsj.com/articles/u-s-china-edge-toward-trade-resolution-1526991705"
"1590554737-11933","https://www.allsides.com/topics/china?search=china&page=35","China, U.S. Seek to Narrow Gap on Trade for Trump, Xi to Close at a Summit","https://www.allsides.com/news/2019-02-12-0743/china-us-seek-narrow-gap-trade-trump-xi-close-summit","Read full story","https://www.wsj.com/articles/china-u-s-seek-to-narrow-gap-on-trade-for-trump-xi-to-close-at-summit-11549976897?mod=hp_lead_pos1"
"1590554230-11866","https://www.allsides.com/topics/china?search=china&page=48","Trade war fears escalate as Trump ups ante","https://www.allsides.com/news/2018-04-07-0845/trade-war-fears-escalate-trump-ups-ante","Read full story","http://thehill.com/policy/finance/382020-trade-war-fears-escalate-as-trump-ups-ante"
"1590554426-11892","https://www.allsides.com/topics/china?search=china&page=43","US lifts order against China's ZTE","https://www.allsides.com/news/2018-07-15-1120/us-lifts-order-against-chinas-zte","Read full story","https://www.bbc.com/news/business-44825878"
"1590554706-11930","https://www.allsides.com/topics/china?search=china&page=36","U.S. and China Are Talking Some More, But Deal Prospects Are Still Slim","https://www.allsides.com/news/2019-01-30-0639/us-and-china-are-talking-some-more-deal-prospects-are-still-slim","Read full story","https://www.bloomberg.com/news/articles/2019-01-29/u-s-and-china-talking-some-more-but-deal-prospects-still-slim"
"1590554147-11855","https://www.allsides.com/topics/china?search=china&page=51","CIA chief says China 'as big a threat to US' as Russia","https://www.allsides.com/news/2018-01-30-0912/cia-chief-says-china-big-threat-us-russia","Read full story","http://www.bbc.com/news/world-us-canada-42867076"
"1590553647-11784","https://www.allsides.com/topics/china?search=china&page=65","How Should The U.S. Respond To Chinese Hacking?","https://www.allsides.com/news/2013-02-20-1122/how-should-us-respond-chinese-hacking","Read full story","http://www.npr.org/2013/02/20/172485828/how-should-the-u-s-respond-to-chinese-hacking"
"1590554096-11846","https://www.allsides.com/topics/china?search=china&page=52","Top Senate Democrat urges Trump to block China deals over North Korea","https://www.allsides.com/news/2017-08-01-0651/top-senate-democrat-urges-trump-block-china-deals-over-north-korea","Read full story","http://www.reuters.com/article/us-northkorea-missiles-usa-china-idUSKBN1AH4EL"
"1590554514-11903","https://www.allsides.com/topics/china?search=china&page=41","China plans tariffs after latest US trade threat","https://www.allsides.com/news/2018-08-04-0809/china-plans-tariffs-after-latest-us-trade-threat","Read full story","https://www.bbc.com/news/business-45061511"
"1590555105-11984","https://www.allsides.com/topics/china?search=china&page=25","Joseph Tsai buys Barclays Center, becomes sole owner of Brooklyn Nets","https://www.allsides.com/news/2019-08-16-1210/joseph-tsai-buys-barclays-center-becomes-sole-owner-brooklyn-nets","Read full story","https://www.cnbc.com/2019/08/16/joseph-tsai-to-be-sole-owner-of-brooklyn-nets.html"
"1590554479-11899","https://www.allsides.com/topics/china?search=china&page=42","Trump says 'vicious' China targeting U.S. farmers on trade, urges critics to 'be cool'","https://www.allsides.com/news/2018-07-25-0759/trump-says-vicious-china-targeting-us-farmers-trade-urges-critics-be-cool","Read full story","https://www.usatoday.com/story/news/politics/2018/07/25/trump-blames-vicious-china-targeting-u-s-farmers/830998002/"
"1590554919-11959","https://www.allsides.com/topics/china?search=china&page=30","U.S. Targets Huawei as It Seeks to Revive China Trade Talks","https://www.allsides.com/news/2019-05-16-0647/us-targets-huawei-it-seeks-revive-china-trade-talks","Read full story","https://www.wsj.com/articles/mnuchin-says-u-s-negotiators-likely-to-go-to-beijing-in-near-future-11557931783?mod=hp_lead_pos1"
"1590554201-11862","https://www.allsides.com/topics/china?search=china&page=49","China hits back with tariffs on US imports worth $3bn","https://www.allsides.com/news/2018-04-02-0823/china-hits-back-tariffs-us-imports-worth-3bn","Read full story","http://www.bbc.com/news/world-asia-43614400"
"1590555246-12001","https://www.allsides.com/topics/china?search=china&page=21","Hong Kong Extradition Bill Withdrawn","https://www.allsides.com/news/2019-09-06-0648/hong-kong-extradition-bill-withdrawn","Read full story","https://abridgenews.com/topic/hong-kong-extradition-bill-withdrawn"
"1590554848-11949","https://www.allsides.com/topics/china?search=china&page=32","U.S. Slaps Higher Tariffs on Chinese Imports as Trade Talks Resume","https://www.allsides.com/news/2019-05-10-0700/us-slaps-higher-tariffs-chinese-imports-trade-talks-resume","Read full story","https://www.wsj.com/articles/u-s-to-move-forward-with-china-tariffs-trump-says-11557424081"
"1590555922-12092","https://www.allsides.com/topics/china?search=china&page=3","'Somewhere between 25% and 50%' of people who get the coronavirus may show no symptoms but still be contagious, Fauci says. Here's the latest research on asymptomatic carriers.","https://www.allsides.com/news/2020-04-06-1045/somewhere-between-25-and-50-people-who-get-coronavirus-may-show-no-symptoms","Read full story","https://www.businessinsider.com/coronavirus-carriers-transmit-without-symptoms-what-to-know-2020-4"
"1590555527-12039","https://www.allsides.com/topics/china?search=china&page=14","Trump’s ‘America First’ Trade Vision Comes Into Focus on Three Fronts","https://www.allsides.com/news/2019-12-16-0705/trump-s-america-first-trade-vision-comes-focus-three-fronts","Read full story","https://www.wsj.com/articles/trumps-america-first-trade-vision-comes-into-focus-on-three-fronts-11576436055"
"1590553768-11800","https://www.allsides.com/topics/china?search=china&page=62","Hong Kong Tense As Democracy Activists Face Down Police","https://www.allsides.com/news/2014-09-29-0733/hong-kong-tense-democracy-activists-face-down-police","Read full story","http://www.npr.org/blogs/thetwo-way/2014/09/29/352417457/hong-kong-tense-as-democracy-activists-face-down-police"
"1590555896-12088","https://www.allsides.com/topics/china?search=china&page=4","New York, New Orleans hospitals reel as U.S. leads world in coronavirus cases","https://www.allsides.com/news/2020-03-26-1638/new-york-new-orleans-hospitals-reel-us-leads-world-coronavirus-cases","Read full story","https://www.reuters.com/article/us-health-coronavirus-usa/new-york-new-orleans-hospitals-reel-as-u-s-leads-world-in-coronavirus-cases-idUSKBN21D1ZR"
"1590555718-12063","https://www.allsides.com/topics/china?search=china&page=9","Leaked data shows China’s Uighurs detained due to religion","https://www.allsides.com/news/2020-02-17-1102/leaked-data-shows-china-s-uighurs-detained-due-religion","Read full story","https://apnews.com/890b79866c9eb1451ddf67b121272ee2"
"1590554358-11883","https://www.allsides.com/topics/china?search=china&page=45","Trump puts 25% tariff on Chinese goods","https://www.allsides.com/news/2018-06-15-0914/trump-puts-25-tariff-chinese-goods","Read full story","https://www.bbc.com/news/business-44498484"
"1590555251-12002","https://www.allsides.com/topics/china?search=china&page=21","In the Race to Dominate 5G, China Sprints Ahead","https://www.allsides.com/news/2019-09-07-0755/race-dominate-5g-china-sprints-ahead","Read full story","https://www.wsj.com/articles/in-the-race-to-dominate-5g-china-has-an-edge-11567828888?mod=hp_lead_pos5"
"1590553674-11787","https://www.allsides.com/topics/china?search=china&page=64","China must end cyberspying on US industry, look to its own innovation","https://www.allsides.com/news/2015-11-20-0542/china-must-end-cyberspying-us-industry-look-its-own-innovation","Read full story","http://www.csmonitor.com/Commentary/the-monitors-view/2013/0507/China-must-end-cyberspying-on-US-industry-look-to-its-own-innovation?nav=90-csm_category-topStories"
"1590555976-12100","https://www.allsides.com/topics/china?search=china&page=2","The US won't take part in the WHO's global coronavirus initiative","https://www.allsides.com/news/2020-04-25-1115/us-wont-take-part-whos-global-coronavirus-initiative","Read full story","https://www.jpost.com/breaking-news/the-us-is-not-taking-part-in-the-whos-global-coronavirus-initiative-625800"
"1590554249-11869","https://www.allsides.com/topics/china?search=china&page=48","Obama ethics chief accuses Trump of violating emoluments clause: 'See you in court Mr. Trump'","https://www.allsides.com/news/2018-05-15-1426/obama-ethics-chief-accuses-trump-violating-emoluments-clause-see-you-court-mr","Read full story","http://thehill.com/homenews/administration/387699-obama-ethics-chief-accuses-trump-of-violating-emoluments-clause"
"1590554915-11958","https://www.allsides.com/topics/china?search=china&page=30","Trade War With China","https://www.allsides.com/news/2019-05-16-0640/trade-war-china","Read full story","https://www.theflipside.io/archives/trade-war-with-china"
"1590554171-11858","https://www.allsides.com/topics/china?search=china&page=50","Trump to hit China with $50 billion in tariffs over intellectual property violations","https://www.allsides.com/news/2018-03-22-0724/trump-hit-china-50-billion-tariffs-over-intellectual-property-violations","Read full story","http://www.chicagotribune.com/news/nationworld/ct-trump-trade-china-20180321-story.html"
"1590553832-11810","https://www.allsides.com/topics/china?search=china&page=60","U.S. Surveillance on Island in South China Sea Reveals Chinese Arms","https://www.allsides.com/news/2015-05-29-0736/us-surveillance-island-south-china-sea-reveals-chinese-arms","Read full story","http://www.wsj.com/articles/u-s-surveillance-on-island-reveals-chinese-arms-1432864632"
"1590554115-11850","https://www.allsides.com/topics/china?search=china&page=52","Riding high, Xi looks to soothe Trump as U.S. pressures China","https://www.allsides.com/news/2017-11-05-0901/riding-high-xi-looks-soothe-trump-us-pressures-china","Read full story","http://www.reuters.com/article/us-trump-asia-china-relationship/riding-high-xi-looks-to-soothe-trump-as-u-s-pressures-china-idUSKBN1D502M"
"1590554444-11895","https://www.allsides.com/topics/china?search=china&page=43","Trump Blasts Fed, Threatens to Put Tariffs on All Chinese Goods","https://www.allsides.com/news/2018-07-20-0825/trump-blasts-fed-threatens-put-tariffs-all-chinese-goods","Read full story","https://www.bloomberg.com/news/articles/2018-07-20/trump-blasts-fed-rate-hikes-again-says-strong-dollar-hurts-u-s"
