web-scraper-order,web-scraper-start-url,link,href
1589871147-511,https://www.newstatesman.com/international/ideas,The state transformed: Coronavirus is testing Georgian libertarianism to the limit,https://www.newstatesman.com/world/europe/2020/03/state-transformed-coronavirus-testing-georgian-libertarianism-limit
1589871147-519,https://www.newstatesman.com/international/ideas,Letter from Italy: Attending a gathering of ultra conservatives in Rome,https://www.newstatesman.com/world/europe/2020/02/letter-italy-attending-gathering-ultra-conservatives-rome
1589871147-510,https://www.newstatesman.com/international/ideas,The state transformed: The crisis has turbocharged China’s intrusive state capitalism,https://www.newstatesman.com/world/asia/2020/03/state-transformed-crisis-has-turbocharged-china-s-intrusive-state-capitalism
1589871147-518,https://www.newstatesman.com/international/ideas,"Far from making nations more insular, the coronavirus outbreak will transform globalisation",https://www.newstatesman.com/science-tech/coronavirus/2020/03/far-making-nations-more-insular-coronavirus-outbreak-will-transform
1589871147-517,https://www.newstatesman.com/international/ideas,Grace under pressure: how coronavirus is testing the world's self-image,https://www.newstatesman.com/science-tech/coronavirus/2020/03/grace-under-pressure-how-coronavirus-testing-worlds-self-image
1589871147-503,https://www.newstatesman.com/international/ideas,Using military language to discuss coronavirus is dangerous and irresponsible – the US must stop,https://www.newstatesman.com/world/north-america/2020/04/using-military-language-discuss-coronavirus-dangerous-and-irresponsible
1589871147-504,https://www.newstatesman.com/international/ideas,"To avoid economic disaster, Europe must demonstrate financial solidarity",https://www.newstatesman.com/world/europe/2020/03/avoid-economic-disaster-europe-must-demonstrate-financial-solidarity
1589871147-492,https://www.newstatesman.com/international/ideas,Rutger Bregman: “It’s a wonderful time to be a social democrat”,https://www.newstatesman.com/culture/books/2020/05/rutger-bregman-it-s-wonderful-time-be-social-democrat
1589871147-516,https://www.newstatesman.com/international/ideas,The crisis of the liberal zombie order,https://www.newstatesman.com/science-tech/coronavirus/2020/03/crisis-liberal-zombie-order
1589871147-493,https://www.newstatesman.com/international/ideas,Coronavirus and the language of war,https://www.newstatesman.com/science-tech/2020/04/coronavirus-and-language-war
1589871147-495,https://www.newstatesman.com/international/ideas,Pablo Iglesias on Spain’s plan to introduce a basic income to fight the economic crisis,https://www.newstatesman.com/world/europe/2020/04/pablo-iglesias-spains-plan-introduce-basic-income-fight-economic-crisis
1589871147-502,https://www.newstatesman.com/international/ideas,"We are all frogs in a pan of water, and coronavirus reminds us that it is heating up dangerously",https://www.newstatesman.com/world/2020/04/we-are-all-frogs-pan-water-and-coronavirus-reminds-us-it-heating-dangerously
1589871147-521,https://www.newstatesman.com/international/ideas,The grand pro-democracy narratives of 1989 are over,https://www.newstatesman.com/international/2019/11/grand-pro-democracy-narratives-1989-are-over
1589871147-522,https://www.newstatesman.com/international/ideas,"In the age of Trump and Putin, Xi and Macron, spheres of influence are making a comeback",https://www.newstatesman.com/world/2019/11/age-trump-and-putin-xi-and-macron-spheres-influence-are-making-comeback
1589871147-498,https://www.newstatesman.com/international/ideas,How coronavirus has led to the return of the precautionary principle,https://www.newstatesman.com/international/2020/04/how-coronavirus-has-led-return-precautionary-principle
